amount,type,latency,txn_count_last_30d,device_load,processing_decision
498.03,Transfer,30,2,32.232333616094785,edge
158.48,Payment,46,8,38.88836103363891,edge
362.95,Withdrawal,51,1,88.48622906982193,cloud
1664.04,Deposit,30,8,34.902608958616895,edge
82.53,Payment,46,1,53.70659388986509,edge
254.23,Deposit,38,4,89.30801187838574,cloud
492.03,Transfer,55,4,46.99937176456275,edge
24.66,Payment,3,5,21.283495926326896,edge
449.17,Deposit,10,1,36.65787321493582,edge
77.16,Deposit,40,7,76.02167020948824,edge
200.05,Deposit,42,0,82.71612605266175,edge
408.86,Payment,39,8,27.638921145155855,edge
315.68,Transfer,12,13,88.18021259721321,cloud
420.45,Transfer,17,1,90.2436447982242,cloud
363.16,Deposit,15,6,87.02211109736204,cloud
7919.1,Payment,11,2,27.07929792840648,cloud
400.01,Transfer,10,6,19.355848894835148,edge
277.02,Deposit,63,2,48.06841136086397,edge
81.97,Deposit,7,7,22.860175633880033,edge
461.7,Payment,18,0,39.640201458565365,edge
723.43,Payment,7,3,39.34151508290257,edge
479.62,Withdrawal,29,0,64.9923767777066,edge
249.16,Withdrawal,19,5,41.06611187495763,edge
85.65,Deposit,20,5,31.127543075671788,edge
297.79,Transfer,37,6,44.64230281771303,edge
277.68,Withdrawal,25,10,17.62658275708446,edge
218.31,Withdrawal,13,11,46.76863485824055,edge
565.54,Payment,4,13,49.072028674026946,edge
247.26,Withdrawal,23,2,49.83816649284632,edge
237.02,Deposit,9,6,82.73868198429172,edge
466.49,Payment,21,1,56.04480693678002,edge
347.99,Withdrawal,16,1,89.14884771393781,cloud
8985.23,Transfer,4,2,10.0138441784223,cloud
410.4,Payment,15,6,11.362812464787416,edge
376.27,Transfer,2,3,91.46667871396886,cloud
139.74,Withdrawal,7,0,31.00043892129354,edge
138.36,Withdrawal,36,12,39.21136517817989,edge
481.47,Withdrawal,7,4,14.113934239066602,edge
2880.17,Deposit,22,12,33.03414640279699,edge
470.41,Payment,20,14,49.137731633875184,edge
208.09,Transfer,34,13,88.49989181366713,cloud
9273.84,Payment,1,0,55.94803093670828,cloud
4758.48,Deposit,47,2,14.01243727960813,cloud
990.58,Deposit,26,0,68.5727639738353,edge
2678.33,Transfer,13,2,17.561954649805866,edge
9702.1,Payment,18,5,59.791577932160266,cloud
116.65,Withdrawal,16,6,45.31173048035088,edge
209.32,Transfer,27,7,76.88989005580456,edge
46.66,Payment,12,3,13.412473558671735,edge
325.57,Transfer,29,5,21.98045595582283,edge
398.22,Deposit,2,0,18.94656038214881,edge
8101.33,Withdrawal,9,1,71.32633634675149,cloud
8369.82,Withdrawal,10,1,61.14532640408781,cloud
7147.02,Payment,61,0,63.66152485646306,cloud
298.67,Deposit,28,1,47.393454148478945,edge
195.4,Withdrawal,10,4,61.684943646815064,edge
345.29,Payment,6,1,60.61935011447962,edge
257.73,Transfer,19,2,27.238230157548276,edge
518.45,Withdrawal,8,0,32.12698740800622,edge
419.98,Transfer,12,11,31.11974025988813,edge
72.37,Payment,34,1,54.33590560834278,edge
487.05,Payment,7,3,41.43407172534421,edge
151.22,Transfer,28,2,73.37795370992566,edge
78.3,Deposit,5,0,14.726866494804106,edge
459.36,Transfer,31,16,15.087676400364707,edge
8611.29,Payment,6,1,42.8405021403494,cloud
159.05,Transfer,5,4,74.65179358956695,edge
8820.16,Deposit,28,0,37.85675934571226,cloud
4968.52,Payment,18,9,11.124420955507734,cloud
277.49,Deposit,12,2,28.996399554930356,edge
106.56,Withdrawal,18,6,82.68940794601946,edge
5786.39,Payment,42,2,43.91996836281534,cloud
381.85,Withdrawal,28,4,47.415318030696504,edge
440.36,Payment,12,9,77.7589042886223,edge
481.76,Deposit,3,8,13.008258295112228,edge
431.57,Withdrawal,57,0,47.65777775804089,edge
481.74,Deposit,41,0,48.409970907842045,edge
81.07,Payment,8,11,67.72883572054604,edge
7982.82,Deposit,18,1,18.19169133989428,cloud
4938.47,Transfer,42,5,27.532673245050578,cloud
7074.0,Withdrawal,9,5,90.82315898931213,cloud
182.0,Payment,17,0,45.93241797232143,edge
13.84,Deposit,5,5,56.7703126476219,edge
7009.74,Deposit,5,3,37.863914504356984,cloud
182.3,Deposit,16,6,88.30533117513085,cloud
299.1,Payment,4,5,65.57606527662449,edge
4242.26,Withdrawal,47,1,91.31714533009404,cloud
478.3,Payment,28,10,45.508639572132985,edge
6785.92,Transfer,3,6,29.893437212345376,cloud
85.06,Deposit,9,16,93.19608049058553,cloud
7635.76,Withdrawal,8,4,26.14132720579517,cloud
5810.37,Withdrawal,12,6,19.82767261408027,cloud
291.39,Transfer,42,0,69.53737023788125,edge
140.93,Payment,8,6,74.55038392066537,edge
25.78,Payment,5,2,60.43252510267074,edge
5171.12,Payment,6,3,93.56385935452005,cloud
367.35,Deposit,14,8,48.302627409244884,edge
67.35,Deposit,9,5,66.76679292553709,edge
62.23,Deposit,5,7,35.19348100257113,edge
228.35,Payment,42,1,84.8663183963893,edge
487.23,Deposit,18,6,12.490334465353882,edge
62.07,Transfer,26,5,76.56593967158692,edge
167.42,Withdrawal,48,0,28.4473340901726,edge
15.19,Deposit,24,1,73.28692488563227,edge
374.9,Payment,26,0,89.50983540546827,cloud
164.02,Deposit,67,4,67.3652157136614,edge
214.45,Transfer,27,0,38.32650295398463,edge
163.4,Payment,7,0,68.97293279981267,edge
404.15,Withdrawal,37,11,77.950425207976,edge
175.86,Deposit,12,4,60.012006800547994,edge
307.46,Withdrawal,16,7,54.843082842999095,edge
368.91,Transfer,13,17,13.01690933895823,edge
461.44,Withdrawal,22,1,23.94244984490417,edge
300.52,Transfer,45,0,70.69188189895983,edge
106.34,Transfer,3,19,58.17267266489235,edge
74.61,Deposit,6,9,17.881980105141416,edge
4309.01,Payment,29,0,60.369401527326104,cloud
229.03,Payment,27,0,91.42126394853483,cloud
6808.96,Transfer,20,8,20.772990010572144,cloud
258.94,Payment,9,2,39.749552705572285,edge
8901.43,Payment,40,3,47.03679564809376,cloud
131.56,Withdrawal,10,1,73.82273133350722,edge
439.98,Transfer,4,1,59.93187139681774,edge
7882.7,Transfer,17,0,54.85891826251795,cloud
378.99,Payment,2,4,79.29974762693287,edge
341.03,Deposit,11,7,19.60884276811162,edge
231.52,Payment,15,0,90.70237865471765,cloud
412.88,Deposit,14,5,17.544974024884347,edge
193.3,Payment,28,2,40.12196610901263,edge
238.04,Deposit,35,19,90.00838178723644,cloud
246.83,Payment,34,5,48.20384718163014,edge
38.18,Deposit,66,2,62.31939797902009,edge
43.19,Deposit,13,2,88.31980423496118,cloud
364.84,Withdrawal,28,19,72.66062650076373,edge
1683.17,Payment,18,0,48.70498665757864,edge
166.96,Payment,45,3,59.75530254698739,edge
7630.88,Transfer,3,4,78.18059208057707,cloud
488.14,Payment,17,2,38.81983855166543,edge
428.06,Transfer,3,3,17.833506775528736,edge
347.41,Transfer,6,5,81.27212241931497,edge
5580.57,Transfer,35,1,57.79588868121788,cloud
279.83,Payment,2,3,66.58351519327226,edge
4564.62,Transfer,7,0,71.69861737999159,cloud
451.65,Withdrawal,34,4,62.80654233006454,edge
78.33,Payment,51,3,71.44842300618097,edge
394.04,Payment,22,11,47.88156365405777,edge
425.23,Deposit,16,10,57.48100084178381,edge
166.48,Payment,59,2,69.56433722257395,edge
70.8,Transfer,29,8,88.98850297850511,cloud
298.16,Payment,14,3,93.63488366698766,cloud
40.01,Transfer,17,12,60.8795327042243,edge
146.24,Payment,12,2,31.128574831103148,edge
15.36,Transfer,9,15,59.1480744361812,edge
331.37,Withdrawal,22,2,49.074546180044926,edge
409.42,Deposit,12,3,59.772017625721524,edge
328.12,Transfer,16,0,75.8628389101091,edge
374.87,Payment,21,0,29.99976853509915,edge
216.95,Transfer,15,9,25.23395491716869,edge
126.5,Transfer,40,2,76.60008688421797,edge
334.95,Withdrawal,14,3,59.393205434028005,edge
105.86,Withdrawal,27,11,21.495003549445723,edge
367.16,Withdrawal,27,10,36.999872155734344,edge
391.11,Withdrawal,61,5,42.339255670123556,edge
376.86,Transfer,5,12,48.43864581482862,edge
344.74,Deposit,11,0,90.43950072037642,cloud
8740.37,Withdrawal,17,1,70.58635220463533,cloud
2272.98,Deposit,16,7,65.64983404052741,edge
140.96,Payment,21,0,53.17933805728635,edge
396.46,Payment,13,6,57.153886490092304,edge
173.8,Transfer,16,9,89.55432561906852,cloud
160.65,Deposit,13,2,86.58321485245237,cloud
178.57,Withdrawal,7,3,59.59624922841154,edge
488.21,Deposit,3,1,58.2652813856751,edge
246.55,Withdrawal,14,2,12.539592317725583,edge
353.15,Transfer,2,4,30.434834183133475,edge
9746.88,Transfer,7,3,22.988407846473926,cloud
4391.49,Payment,14,10,38.226255925725326,cloud
106.81,Transfer,23,0,28.727782631929937,edge
228.4,Withdrawal,8,0,26.513798318221365,edge
3235.94,Deposit,1,10,65.5783145278715,cloud
6204.58,Transfer,29,0,94.89394113317803,cloud
324.41,Withdrawal,37,4,73.21804598234422,edge
62.03,Payment,24,1,53.38091624508421,edge
161.24,Transfer,7,5,30.415581349401215,edge
81.27,Payment,15,3,80.70658203790009,edge
6403.53,Payment,7,0,69.88128640402982,cloud
396.27,Payment,28,1,23.151680741528097,edge
7150.91,Withdrawal,24,14,31.45159707041616,cloud
32.54,Payment,19,7,73.05756056229828,edge
325.03,Deposit,1,8,41.617172934541365,edge
5520.32,Payment,19,0,75.17534992426259,cloud
7154.77,Deposit,49,0,27.374268152279104,cloud
319.51,Transfer,36,1,70.03661970706052,edge
6433.39,Payment,16,13,52.28849373825532,cloud
45.68,Withdrawal,0,0,90.27427389481957,cloud
293.56,Withdrawal,16,10,64.31050919160043,edge
9941.88,Deposit,18,2,68.21188555909706,cloud
351.17,Payment,11,0,37.016107733986445,edge
363.2,Deposit,40,1,81.20527310412754,edge
461.87,Payment,13,7,71.05381502508773,flagged
8112.09,Transfer,7,2,79.08795688313226,cloud
39.39,Withdrawal,37,3,25.46552265432955,edge
8228.67,Transfer,23,2,32.53908919909384,flagged
301.62,Withdrawal,8,14,52.20792054467586,edge
203.53,Payment,10,4,70.11770613879318,edge
3483.47,Deposit,8,1,64.9579287673162,cloud
212.31,Payment,14,0,25.766560148594046,edge
133.54,Deposit,14,5,15.704165350435577,edge
2830.18,Transfer,14,14,38.770588198189074,edge
202.2,Deposit,46,0,80.86026538734595,edge
2731.3,Deposit,7,7,75.702770668931,edge
10.06,Deposit,38,5,31.57504399353201,edge
349.82,Payment,5,0,64.67244762095339,edge
7497.76,Withdrawal,9,8,10.043420458690406,cloud
342.78,Deposit,22,6,18.110479986542853,edge
267.7,Payment,27,1,87.0084530129812,cloud
1132.2,Deposit,32,8,80.66623292073662,edge
128.17,Withdrawal,5,7,42.99502672413755,edge
92.2,Deposit,9,2,12.42223137929927,edge
5393.32,Transfer,12,1,84.6904433142535,cloud
249.67,Deposit,18,9,73.05991704920555,edge
37.59,Payment,33,1,49.932761675531786,edge
6265.85,Transfer,36,10,43.795829882084305,cloud
886.72,Deposit,21,1,23.480393360038885,edge
1419.83,Deposit,18,10,75.00259476345033,edge
440.96,Withdrawal,17,4,46.98984956119254,edge
973.45,Withdrawal,14,0,77.31079335985957,edge
345.16,Transfer,16,1,81.748786909563,edge
336.01,Payment,2,4,10.492089242006587,edge
537.71,Withdrawal,48,1,86.1882203652924,cloud
451.49,Payment,4,8,49.36569300144689,edge
158.97,Transfer,39,1,13.51937737996631,edge
6953.47,Transfer,29,2,62.01007310569615,cloud
6982.0,Deposit,50,0,78.33459554249336,cloud
110.67,Payment,20,0,76.47768779625976,edge
100.93,Withdrawal,27,6,28.489279112725228,edge
151.53,Payment,46,0,71.95366455165218,edge
369.33,Payment,44,13,57.17657693242963,edge
195.92,Withdrawal,27,1,85.2757176677432,cloud
472.34,Withdrawal,49,7,74.67903527836094,edge
208.6,Withdrawal,5,9,35.74715289185693,edge
212.51,Deposit,36,4,14.656682395538521,edge
3484.36,Transfer,45,0,66.44343623061437,cloud
226.02,Withdrawal,21,0,52.08108933127213,edge
262.55,Payment,14,8,82.66707873897101,edge
8811.58,Payment,19,1,73.8581918110539,cloud
272.1,Withdrawal,23,2,79.5044896350056,edge
150.88,Transfer,20,0,79.37007140843987,edge
345.7,Payment,15,1,34.837414177455386,edge
5025.62,Deposit,3,10,18.227594420112162,cloud
2991.45,Payment,13,2,15.577873752251426,edge
485.47,Transfer,29,8,49.44659285459396,edge
479.34,Deposit,45,1,29.175068510777596,edge
9922.48,Transfer,9,9,13.975199404810247,cloud
214.78,Deposit,20,8,69.87345728149376,edge
468.82,Deposit,68,1,74.90491503232838,edge
186.22,Deposit,4,2,12.475187682733,edge
207.68,Deposit,15,6,83.01988324018976,edge
456.1,Payment,12,2,59.786947600272114,edge
64.2,Transfer,18,7,23.891642689218585,edge
421.0,Payment,15,8,78.93571741287838,edge
9337.17,Transfer,27,5,25.680877817178683,cloud
759.95,Payment,11,1,39.518168885021105,edge
229.06,Payment,20,1,70.8360538174311,edge
186.3,Payment,3,0,26.294952193306642,edge
225.65,Deposit,47,16,39.51776075485809,edge
495.46,Payment,11,7,48.363030809241764,edge
2872.54,Withdrawal,24,2,91.2065129827396,cloud
125.74,Deposit,13,12,62.188592056544344,edge
363.4,Transfer,58,4,13.134879001269724,edge
2837.26,Payment,19,1,29.68031097741054,edge
123.48,Withdrawal,5,0,33.58863635213942,edge
227.93,Withdrawal,3,1,42.493239340637714,edge
5729.59,Withdrawal,34,25,65.33891330507714,cloud
36.65,Payment,5,0,81.6815380700892,edge
1139.93,Deposit,12,9,25.847759219713783,flagged
5780.94,Deposit,23,2,40.48584394260757,cloud
197.38,Withdrawal,60,7,57.13958822728073,edge
5038.15,Withdrawal,19,5,30.314049893078085,cloud
8081.74,Withdrawal,3,10,47.89067761517252,cloud
9652.36,Deposit,48,0,88.13601352423359,cloud
409.39,Withdrawal,14,2,63.67178495985293,edge
442.8,Deposit,30,5,27.776519507879836,edge
158.53,Withdrawal,21,1,61.2616096188334,edge
364.87,Deposit,17,2,79.00003791286922,edge
304.74,Withdrawal,8,8,42.91776832054342,edge
145.36,Payment,62,7,57.29995631900691,edge
355.68,Payment,24,4,12.778516511432585,edge
24.2,Deposit,32,4,80.29232453662509,edge
4587.69,Transfer,14,0,74.20051050098705,cloud
171.77,Withdrawal,31,2,75.4962596758939,edge
73.41,Transfer,36,3,28.372995632045704,edge
197.77,Transfer,14,0,23.78388331626367,edge
223.72,Payment,19,8,24.725099512215856,edge
316.59,Payment,22,1,75.0675298688941,edge
6726.72,Withdrawal,32,9,63.77609278937637,cloud
90.78,Withdrawal,37,0,86.6905572563964,cloud
1183.21,Withdrawal,41,0,92.14742188485569,cloud
313.89,Withdrawal,32,2,70.55133116762946,edge
467.15,Payment,21,15,64.59720667906288,edge
266.73,Transfer,46,6,79.93345840412643,edge
8224.74,Deposit,12,5,53.511655862089796,cloud
366.58,Withdrawal,22,0,22.281686365456583,edge
9719.98,Withdrawal,6,3,67.17486687949564,cloud
485.64,Transfer,11,1,12.645182057034138,edge
441.3,Withdrawal,9,3,27.02118459529214,edge
97.44,Withdrawal,37,1,20.742131099201437,edge
51.68,Deposit,65,3,37.26765679857243,edge
287.02,Transfer,30,6,60.80716167533892,edge
396.23,Deposit,34,1,48.45220552174636,edge
391.45,Payment,22,0,80.07632973061114,edge
95.58,Withdrawal,6,10,12.057130463099801,edge
371.58,Transfer,17,9,59.87289623415009,edge
5655.09,Deposit,21,0,72.73284665900273,cloud
310.5,Payment,33,1,37.320108245943786,edge
3471.16,Payment,19,3,19.05383901164054,cloud
6259.38,Transfer,9,7,67.26613121495895,cloud
6742.21,Payment,13,13,40.23107081040364,cloud
358.62,Transfer,41,9,48.99663112296926,edge
328.4,Payment,30,1,28.571126002678398,edge
7333.37,Deposit,20,2,92.44052201933712,cloud
365.34,Payment,15,6,12.47375194124051,edge
113.0,Transfer,24,1,25.114811947424247,edge
34.17,Deposit,28,4,22.173324212906277,edge
339.79,Transfer,16,3,87.00097918483107,cloud
458.01,Payment,14,0,78.76312579255315,edge
70.19,Deposit,20,1,29.83571522572974,edge
2090.92,Withdrawal,18,1,73.14707866286557,cloud
34.47,Transfer,13,33,66.73256205725204,edge
4672.69,Payment,19,6,80.76188916607894,cloud
418.0,Withdrawal,26,11,82.90046389219386,edge
283.06,Transfer,66,5,81.36686964889246,edge
107.28,Deposit,42,2,82.84784622878065,edge
417.52,Transfer,18,3,38.765192220699575,edge
2597.19,Deposit,28,0,27.30192306475446,edge
492.12,Deposit,0,0,14.24019045300316,edge
2444.9,Withdrawal,3,5,70.67220493558264,cloud
62.27,Payment,2,2,86.60538657287032,cloud
577.73,Payment,6,2,90.25226485976489,cloud
3216.5,Withdrawal,24,3,41.65471463892956,cloud
66.92,Deposit,14,8,19.56298586592728,edge
381.16,Transfer,4,3,91.31477560020433,cloud
460.41,Withdrawal,19,3,56.330123435913876,edge
8018.37,Transfer,4,2,91.50011760839851,cloud
10.2,Transfer,13,0,31.706312624392304,edge
403.54,Transfer,5,2,36.52867870485515,edge
7137.57,Withdrawal,33,8,77.30328143078806,cloud
229.11,Transfer,15,1,89.88807197542495,cloud
139.55,Payment,28,3,57.11956478972881,edge
7708.89,Deposit,12,3,42.877740887597575,cloud
441.44,Payment,5,0,10.644169708237792,edge
2549.63,Transfer,24,11,51.9046809231616,edge
51.33,Withdrawal,8,6,56.11433526218577,edge
47.35,Withdrawal,19,2,55.942751597376336,edge
443.48,Transfer,17,2,70.47108910836812,edge
421.48,Deposit,14,8,53.09398398352843,edge
9878.1,Withdrawal,8,2,61.623357580067825,cloud
83.69,Transfer,20,2,28.551714064827497,edge
123.24,Withdrawal,16,6,56.51958980328169,edge
2987.27,Withdrawal,13,7,23.285422695941712,cloud
429.33,Transfer,71,3,68.12675999253408,edge
450.62,Payment,10,25,43.325639128859514,edge
324.25,Transfer,54,0,27.537330830818817,edge
257.98,Withdrawal,4,2,87.46311375768249,cloud
29.95,Payment,33,1,19.21847943581127,flagged
32.93,Payment,2,0,46.005927895222435,edge
319.16,Deposit,5,4,11.284490537796719,edge
1465.8,Transfer,13,1,69.54011043602776,edge
260.42,Transfer,15,0,26.97598718847755,edge
6618.89,Transfer,28,0,12.415578074597903,cloud
437.1,Payment,9,0,90.7194848503788,cloud
265.54,Withdrawal,53,2,67.04466924308966,edge
61.8,Deposit,14,0,20.33659669867545,edge
464.64,Transfer,52,0,32.7734920091404,edge
127.22,Deposit,21,7,91.623783762509,cloud
494.32,Withdrawal,24,5,82.54735042104794,edge
8056.86,Payment,14,1,35.82238995848084,cloud
9629.76,Transfer,16,9,14.019017332919702,cloud
9001.06,Transfer,17,0,56.651766586569096,cloud
1635.44,Withdrawal,10,0,25.00364056586377,cloud
189.77,Withdrawal,11,0,36.11703545984757,edge
7235.45,Deposit,17,7,18.36335790085652,cloud
208.61,Payment,5,7,40.1989691450682,edge
1778.5,Deposit,10,18,39.41169290619044,edge
102.37,Payment,20,2,93.26237449620378,cloud
2318.66,Withdrawal,41,0,70.19302197403496,cloud
197.18,Withdrawal,25,2,71.10565889115921,edge
9533.54,Payment,21,7,64.44189579332925,cloud
7280.36,Deposit,33,9,79.24700027331305,cloud
3946.93,Deposit,34,6,13.125990281047738,cloud
5268.56,Payment,16,5,36.53651608113131,cloud
452.44,Transfer,7,14,31.24387701710673,edge
608.78,Deposit,10,2,68.29207557959035,edge
85.74,Payment,20,0,89.06469484969703,cloud
3252.75,Payment,28,4,37.42554855071411,cloud
2998.97,Transfer,14,4,80.97540562676835,edge
12.03,Payment,24,7,91.68850114694547,cloud
1564.36,Deposit,19,3,65.68867181397593,edge
4239.9,Withdrawal,10,4,24.814203404254506,cloud
184.32,Withdrawal,12,3,27.68905980692019,edge
375.09,Withdrawal,2,1,12.162136487413076,edge
90.1,Withdrawal,21,1,18.389104307553698,edge
60.27,Deposit,37,2,82.43444509129017,edge
416.7,Payment,22,8,51.92565556711879,edge
5120.76,Payment,11,3,81.46177986671304,cloud
258.25,Payment,16,2,92.24537604124397,cloud
5847.52,Withdrawal,14,1,66.26855010204588,cloud
6604.9,Deposit,23,0,13.47244516044103,cloud
6467.5,Transfer,5,10,76.81997176355064,cloud
101.08,Payment,18,1,73.74573340992862,edge
6775.67,Withdrawal,13,3,25.237752391201127,cloud
385.01,Transfer,10,11,70.04566852522208,edge
137.37,Payment,17,9,93.95926660882186,cloud
414.13,Payment,61,4,12.003341623016588,edge
6522.38,Deposit,59,4,90.5923925545809,cloud
238.6,Payment,14,2,93.64709043144634,cloud
27.65,Withdrawal,36,4,53.91417812352398,edge
81.38,Payment,7,12,23.537860565502356,edge
481.79,Deposit,24,11,16.39269663633213,edge
446.74,Transfer,7,7,91.14919870037141,cloud
2652.14,Deposit,8,4,48.50026401530186,edge
7137.86,Transfer,36,1,18.81684036615353,cloud
152.55,Deposit,18,0,62.681975318355036,edge
7360.79,Transfer,8,2,19.959880589660813,cloud
50.45,Payment,38,6,53.839568517966846,edge
366.96,Transfer,12,2,70.98489351262234,edge
341.37,Deposit,4,0,21.561393581384046,edge
1224.09,Deposit,5,8,58.47337897134105,edge
173.89,Withdrawal,26,4,22.985121997053103,edge
446.44,Withdrawal,15,2,93.27559923746863,cloud
141.06,Deposit,12,2,69.99927096510291,edge
331.62,Transfer,2,0,43.39553029587844,edge
463.13,Transfer,18,12,65.97403384480526,edge
223.01,Transfer,60,1,48.58615108055665,edge
247.03,Withdrawal,6,1,56.24736833452135,edge
5657.29,Transfer,20,8,26.201310314144035,cloud
167.79,Withdrawal,3,1,37.12601621619851,edge
78.54,Withdrawal,12,0,82.14945046815971,edge
1872.69,Withdrawal,22,7,76.65197981323294,cloud
300.61,Deposit,2,1,75.1790065078561,edge
98.26,Transfer,12,0,53.58909553984656,edge
435.31,Payment,6,0,91.39818247944471,cloud
269.91,Withdrawal,40,0,61.75467803458438,edge
427.56,Withdrawal,8,7,21.165317974657377,edge
43.09,Deposit,5,9,21.73139440787056,edge
1987.74,Payment,13,1,62.7567860786481,edge
253.23,Payment,10,3,87.77841786943443,cloud
73.13,Deposit,21,5,41.688083094972896,edge
19.26,Transfer,30,0,42.38289452160709,edge
4062.25,Payment,20,15,72.06145834103779,cloud
3025.49,Withdrawal,36,0,31.784136438482744,cloud
778.32,Deposit,23,12,73.68515435774,edge
9884.05,Deposit,37,2,57.853943617395984,cloud
358.85,Withdrawal,5,3,60.90606040909548,edge
481.86,Transfer,19,13,26.35529119515325,edge
214.73,Deposit,17,0,39.49877548706402,edge
93.16,Transfer,6,1,41.27488596177761,edge
254.68,Payment,31,3,32.431845999015,edge
3532.88,Payment,14,3,36.26763823913018,cloud
307.08,Transfer,22,15,83.71306291677703,edge
153.14,Deposit,28,7,80.40394002836773,edge
460.92,Payment,8,1,51.79467669311579,edge
207.63,Transfer,24,3,51.3079661055404,edge
3751.12,Withdrawal,9,2,27.39340859207676,cloud
199.49,Deposit,13,20,68.94959276939392,edge
4792.17,Deposit,30,8,37.024396570046896,cloud
2889.76,Deposit,19,4,73.27705324255311,edge
3932.46,Withdrawal,7,1,60.69965171874911,cloud
6638.46,Deposit,3,1,90.94355594128417,cloud
128.33,Withdrawal,13,1,65.80281576312069,edge
307.62,Withdrawal,49,18,46.26273441588401,edge
326.53,Transfer,48,5,20.57457873755465,edge
469.13,Deposit,50,7,78.52275241828835,edge
9482.64,Withdrawal,4,5,74.75366584944177,cloud
348.79,Deposit,8,7,88.96701438035925,cloud
320.87,Payment,30,1,26.32835742373107,edge
362.78,Transfer,21,4,56.27128393834746,edge
2857.65,Payment,13,1,59.63339559757501,edge
2100.69,Transfer,19,13,48.52132986268062,edge
9141.69,Transfer,3,33,18.865161249921144,edge
403.76,Deposit,6,2,22.493213868280826,edge
36.39,Withdrawal,12,4,85.63780441645764,cloud
482.74,Transfer,35,8,41.99938815757251,edge
2952.52,Payment,9,1,78.83590705168295,edge
339.13,Withdrawal,18,2,61.7857580520348,edge
387.18,Payment,15,4,89.03595115954025,cloud
443.78,Transfer,8,1,80.33312501709827,edge
423.97,Transfer,19,1,29.277463941477894,edge
167.28,Deposit,12,21,53.79659033420439,edge
471.56,Withdrawal,25,1,14.094169704173646,edge
6108.56,Transfer,1,21,25.800996700966714,edge
122.04,Transfer,22,7,29.323802898675957,edge
133.06,Withdrawal,17,3,45.05740978175368,edge
386.7,Deposit,15,3,68.20833852485958,edge
75.26,Payment,21,8,35.38507067958468,edge
361.46,Transfer,9,19,43.08017427312818,edge
477.95,Payment,9,3,94.47789843762698,cloud
47.48,Transfer,16,0,12.958047930656367,edge
277.04,Transfer,13,18,66.73833853063141,edge
321.51,Transfer,30,4,15.459971720143361,edge
111.98,Transfer,22,1,53.93286514058605,edge
6433.94,Transfer,4,0,34.562349723169746,cloud
431.38,Deposit,19,12,68.58439474509755,edge
185.74,Withdrawal,21,16,62.488709616978255,edge
109.94,Payment,7,0,72.69231922063727,edge
344.54,Withdrawal,5,1,28.844310615061566,edge
234.05,Deposit,17,11,22.76197898716137,edge
64.56,Transfer,25,7,19.78262984167326,edge
20.0,Payment,23,15,31.206075460856802,edge
369.99,Withdrawal,37,2,16.423517289732455,edge
38.49,Deposit,37,1,24.04526709414847,edge
306.48,Payment,14,0,15.546790116087644,edge
184.78,Withdrawal,5,10,25.375671170085432,edge
352.07,Payment,49,4,60.41932527889614,edge
50.6,Withdrawal,10,11,25.93570236807971,edge
8508.15,Transfer,37,16,54.74979664000335,edge
114.16,Payment,14,0,93.04922076773781,cloud
115.79,Deposit,16,1,40.4074427784841,edge
356.3,Deposit,22,1,48.59357109372459,edge
393.32,Deposit,15,12,89.04104804723228,cloud
4100.86,Transfer,40,8,45.435442640392544,cloud
4427.27,Deposit,35,3,19.066876390623513,flagged
62.98,Withdrawal,34,6,54.92718447527957,edge
185.99,Withdrawal,7,0,31.190009514156355,edge
350.54,Payment,10,9,42.391258768915534,edge
277.55,Transfer,19,10,44.96284736153778,edge
469.63,Transfer,34,1,42.33479321208454,edge
1048.68,Withdrawal,36,1,65.76261197831494,cloud
264.87,Payment,12,1,85.88830733735945,cloud
333.69,Withdrawal,7,0,31.54108725568631,edge
187.37,Deposit,45,2,53.86967449239912,flagged
210.92,Transfer,8,3,91.73079608182033,cloud
6511.86,Deposit,18,7,29.783983934145756,cloud
413.98,Withdrawal,9,8,38.72756735182983,edge
4791.94,Withdrawal,11,2,45.87325440726525,cloud
146.97,Deposit,16,0,32.9316121136953,edge
266.95,Payment,26,16,13.295460981572859,edge
303.43,Withdrawal,4,0,87.26953353031298,cloud
32.84,Deposit,7,3,86.6010168684057,cloud
306.38,Withdrawal,6,10,57.60860789227162,edge
209.66,Transfer,13,4,65.21499068759961,edge
55.8,Payment,11,4,49.05779499553733,edge
215.28,Payment,3,4,26.394480305166503,edge
3646.6,Deposit,7,2,44.90508785599875,cloud
382.37,Transfer,8,9,85.53577409206763,cloud
341.07,Deposit,62,4,71.74353387589272,edge
496.87,Transfer,39,2,85.03196285626915,cloud
295.98,Payment,26,2,37.967715953812686,edge
4266.25,Deposit,41,6,78.33637776378319,cloud
5769.17,Transfer,13,0,86.88983227685272,cloud
360.8,Payment,41,12,47.224447760585605,edge
493.61,Withdrawal,13,1,91.52508744785105,cloud
7471.68,Transfer,19,0,82.78905217501182,cloud
1931.72,Deposit,16,9,47.445861856309016,edge
236.48,Transfer,15,3,16.342941585634968,edge
460.94,Transfer,24,24,30.192528270006555,edge
127.35,Deposit,21,6,74.02852408234084,edge
320.13,Withdrawal,5,6,94.38180279557233,cloud
135.98,Deposit,23,0,25.984272571829443,edge
18.92,Transfer,48,20,18.158390269189805,edge
157.75,Transfer,23,6,51.56125397283925,edge
6605.01,Withdrawal,0,0,56.56130743470959,cloud
265.5,Deposit,43,11,38.065202065122044,edge
